sgRNA,Cell_line,Replicate,Timepoint,gene,Treatment,diff,type,TP,FP,AUC
sgWDR74_2,Hbe,R1,T6,WDR74,No,-1.60070882927293,+,0.142857142857143,0.00167785234899329,0.940955576861617
sgNVL_3,Hbe,R1,T6,NVL,No,-1.60048365013826,+,0.144557823129252,0.00167785234899329,0.940955576861617
sgTRMT112_1,Susa,R2,T5,TRMT112,No,-1.60035055053637,+,0.0493197278911565,0,0.881129297356526
sgALG1_2,Hbe,R1,T5,ALG1,No,-1.60001718935531,+,0.171768707482993,0.00167785234899329,0.948229123864311
sgPES1_6,Hbe,R1,T4,PES1,No,-1.59983365753545,+,0.122448979591837,0.00167785234899329,0.955950668858147
sgUTP23_2,Hbe,R1,T5,UTP23,No,-1.59952927032268,+,0.173469387755102,0.00167785234899329,0.948229123864311
sgALG1_4,Hbe,R2,T6,ALG1,No,-1.59899402758391,+,0.343537414965986,0,0.959497557412227
sgNSF_3,Hbe,R2,T3,NSF,No,-1.59882865593968,+,0.108843537414966,0,0.910426083184952
sgCTDP1_4,Hbe,R2,T3,CTDP1,No,-1.59841563935858,+,0.110544217687075,0,0.910426083184952
sgNUF2_2,Hbe,R1,T2,NUF2,No,-1.59792542082522,+,0.00850340136054422,0,0.764732570880701
sgCDC16_6,Hbe,R2,T5,CDC16,No,-1.59785464450447,+,0.192176870748299,0,0.954238574624481
sgPES1_3,Susa,R1,T6,PES1,No,-1.59710701036888,+,0.16156462585034,0,0.935257156553897
sgWDR74_4,Susa,R1,T5,WDR74,No,-1.59708527686883,+,0.0901360544217687,0.00167785234899329,0.94936481303931
sgXPO1_3,Susa,R1,T6,XPO1,No,-1.59688291000352,+,0.163265306122449,0,0.935257156553897
sgTRRAP_5,Hbe,R2,T3,TRRAP,No,-1.59662959073471,+,0.112244897959184,0,0.910426083184952
sgCTDP1_4,Susa,R1,T4,CTDP1,No,-1.59660043844149,+,0.0425170068027211,0,0.941529128429895
sgCTDP1_6,Hbe,R2,T3,CTDP1,No,-1.59631239114774,+,0.113945578231293,0,0.910426083184952
sgTRMT112_1,Hbe,R1,T3,TRMT112,No,-1.59610280640891,+,0.0527210884353742,0,0.922673263936447
sgPSMB3_2,Susa,R1,T6,PSMB3,No,-1.59562118127126,+,0.164965986394558,0,0.935257156553897
sgLAS1L_3,Hbe,R1,T4,LAS1L,No,-1.59427717196443,+,0.124149659863946,0.00167785234899329,0.955950668858147
sgXPO1_1,Hbe,R1,T6,XPO1,No,-1.59418010308697,+,0.146258503401361,0.00167785234899329,0.940955576861617
sgC9orf114_2,Hbe,R1,T4,C9orf114,No,-1.59416131832389,+,0.125850340136054,0.00167785234899329,0.955950668858147
sgRUVBL2_1,Susa,R2,T6,RUVBL2,No,-1.59413694489134,+,0.0680272108843537,0,0.862398986440214
sgWDR12_6,Hbe,R2,T5,WDR12,No,-1.59399393941398,+,0.193877551020408,0,0.954238574624481
sgTRMT112_6,Susa,R2,T5,TRMT112,No,-1.59376140128937,+,0.0510204081632653,0,0.881129297356526
sgVPS25_2,Susa,R2,T5,VPS25,No,-1.59365046479791,+,0.0527210884353742,0,0.881129297356526
sgIMP4_1,Hbe,R1,T4,IMP4,No,-1.5933242542253,+,0.127551020408163,0.00167785234899329,0.955950668858147
sgPES1_5,Hbe,R1,T5,PES1,No,-1.59317855039056,+,0.175170068027211,0.00167785234899329,0.948229123864311
sgUBL5_5,Hbe,R1,T3,UBL5,No,-1.59299812362718,+,0.054421768707483,0,0.922673263936447
sgWDR74_1,Hbe,R2,T5,WDR74,No,-1.59298018452769,+,0.195578231292517,0,0.954238574624481
sgCDC16_6,Susa,R2,T6,CDC16,No,-1.5916215670463,+,0.0697278911564626,0,0.862398986440214
sgLAS1L_5,Susa,R1,T6,LAS1L,No,-1.5910206405431,+,0.166666666666667,0,0.935257156553897
sgGUK1_1,Susa,R2,T6,GUK1,No,-1.59092493099313,+,0.0714285714285714,0,0.862398986440214
sgLAS1L_2,Susa,R1,T6,LAS1L,No,-1.59078802770771,+,0.168367346938776,0,0.935257156553897
sgTRRAP_2,Hbe,R2,T5,TRRAP,No,-1.59055640016112,+,0.197278911564626,0,0.954238574624481
sgALG1_5,Hbe,R1,T4,ALG1,No,-1.59024318595467,+,0.129251700680272,0.00167785234899329,0.955950668858147
sgXPO1_2,Susa,R1,T5,XPO1,No,-1.59004331338524,+,0.0918367346938776,0.00167785234899329,0.94936481303931
sgACTL6A_5,Susa,R2,T4,ACTL6A,No,-1.58974051602322,+,0.00340136054421769,0,0.845763137469753
sgGFM1_5,Susa,R1,T6,GFM1,No,-1.58904055816429,+,0.170068027210884,0,0.935257156553897
sgRUVBL2_6,Susa,R2,T6,RUVBL2,No,-1.58752248036204,+,0.0731292517006803,0,0.862398986440214
sgMCM2_4,Susa,R1,T5,MCM2,No,-1.58742642606449,+,0.0935374149659864,0.00167785234899329,0.94936481303931
sgATR_3,Susa,R2,T6,ATR,No,-1.58734801471233,+,0.0748299319727891,0,0.862398986440214
sgBUD31_6,Hbe,R1,T3,BUD31,No,-1.58638063996708,+,0.0561224489795918,0,0.922673263936447
sgPCNA_4,Susa,R1,T5,PCNA,No,-1.58562901607804,+,0.0952380952380952,0.00167785234899329,0.94936481303931
sgSNRPD2_2,Hbe,R1,T6,SNRPD2,No,-1.58534765225843,+,0.147959183673469,0.00167785234899329,0.940955576861617
sgCDC16_6,Hbe,R2,T3,CDC16,No,-1.58510012261056,+,0.115646258503401,0,0.910426083184952
sgWDR61_5,Hbe,R2,T3,WDR61,No,-1.58452282180544,+,0.11734693877551,0,0.910426083184952
sgRFC5_2,Hbe,R1,T6,RFC5,No,-1.58446708167548,+,0.149659863945578,0.00167785234899329,0.940955576861617
sgPOMZP3_2,Hbe,R1,T5,POMZP3,No,-1.58399700242736,-,0.175170068027211,0.00335570469798658,0.948229123864311
sgUBL5_3,Susa,R1,T4,UBL5,No,-1.58368496180999,+,0.0442176870748299,0,0.941529128429895
sgPSMB3_3,Hbe,R1,T5,PSMB3,No,-1.58310637425584,+,0.17687074829932,0.00335570469798658,0.948229123864311
sgPES1_4,Hbe,R1,T4,PES1,No,-1.58307136016686,+,0.130952380952381,0.00167785234899329,0.955950668858147
sgPOLR3H_5,Susa,R1,T4,POLR3H,No,-1.58277817866761,+,0.0459183673469388,0,0.941529128429895
sgATP6V0C_1,Hbe,R1,T6,ATP6V0C,No,-1.58259181398113,+,0.151360544217687,0.00167785234899329,0.940955576861617
sgCDC16_6,Susa,R1,T4,CDC16,No,-1.58221953225846,+,0.0476190476190476,0,0.941529128429895
sgRFC5_2,Hbe,R2,T5,RFC5,No,-1.58150329845468,+,0.198979591836735,0,0.954238574624481
sgIMP4_2,Hbe,R1,T4,IMP4,No,-1.5813809509474,+,0.13265306122449,0.00167785234899329,0.955950668858147
sgMCM2_4,Hbe,R1,T4,MCM2,No,-1.58134778731675,+,0.134353741496599,0.00167785234899329,0.955950668858147
sgPSMB3_2,Hbe,R1,T2,PSMB3,No,-1.58133098976267,+,0.0102040816326531,0,0.764732570880701
sgBUD31_6,Susa,R1,T4,BUD31,No,-1.58026770926152,+,0.0493197278911565,0,0.941529128429895
sgCTDP1_5,Susa,R1,T5,CTDP1,No,-1.57998317438852,+,0.0969387755102041,0.00167785234899329,0.94936481303931
sgXAB2_4,Hbe,R2,T3,XAB2,No,-1.57950546094135,+,0.119047619047619,0,0.910426083184952
sgATP6V0C_5,Susa,R2,T5,ATP6V0C,No,-1.57933264152443,+,0.054421768707483,0,0.881129297356526
sgMCM2_4,Hbe,R1,T4,MCM2,No,-1.57842863874041,+,0.136054421768707,0.00167785234899329,0.955950668858147
sgWDR12_3,Susa,R1,T5,WDR12,No,-1.57836534998964,+,0.0986394557823129,0.00167785234899329,0.94936481303931
sgNDC80_3,Hbe,R2,T3,NDC80,No,-1.57747981389203,+,0.120748299319728,0,0.910426083184952
sgNDC80_3,Hbe,R2,T6,NDC80,No,-1.57747981389203,+,0.345238095238095,0,0.959497557412227
sgPES1_4,Hbe,R1,T5,PES1,No,-1.57695327446339,+,0.178571428571429,0.00335570469798658,0.948229123864311
sgPSMB3_6,Hbe,R1,T6,PSMB3,No,-1.57548967846927,+,0.153061224489796,0.00167785234899329,0.940955576861617
sgATP6V0C_1,Susa,R1,T4,ATP6V0C,No,-1.57539559616189,+,0.0510204081632653,0,0.941529128429895
sgTRMT112_6,Hbe,R2,T3,TRMT112,No,-1.57487403870115,+,0.122448979591837,0,0.910426083184952
sgATP6V0C_1,Susa,R1,T5,ATP6V0C,No,-1.57467467170311,+,0.100340136054422,0.00167785234899329,0.94936481303931
sgZPR1_1,Hbe,R2,T5,ZPR1,No,-1.57422333057658,+,0.200680272108844,0,0.954238574624481
sgRFC5_4,Hbe,R2,T6,RFC5,No,-1.57378689140502,+,0.346938775510204,0,0.959497557412227
sgPCNA_6,Hbe,R2,T3,PCNA,No,-1.57375043394269,+,0.124149659863946,0,0.910426083184952
sgNVL_3,Susa,R2,T6,NVL,No,-1.57364654536259,+,0.076530612244898,0,0.862398986440214
sgACTL6A_5,Susa,R2,T3,ACTL6A,No,-1.57353359860664,+,0.0102040816326531,0,0.804724238688764
sgAARS_1,Hbe,R2,T3,AARS,No,-1.57321527599947,+,0.125850340136054,0,0.910426083184952
sgUSP39_2,Hbe,R1,T6,USP39,No,-1.57302645615154,+,0.154761904761905,0.00167785234899329,0.940955576861617
sgCTDP1_3,Hbe,R2,T6,CTDP1,No,-1.57277581996643,+,0.348639455782313,0,0.959497557412227
sgC9orf114_3,Hbe,R1,T4,C9orf114,No,-1.57266691355438,+,0.137755102040816,0.00167785234899329,0.955950668858147
sgXPO1_3,Susa,R2,T4,XPO1,No,-1.57229888934853,+,0.00510204081632653,0,0.845763137469753
sgIMP4_4,Hbe,R1,T6,IMP4,No,-1.57223278156226,+,0.156462585034014,0.00167785234899329,0.940955576861617
sgPES1_6,Hbe,R1,T6,PES1,No,-1.57147417665803,+,0.158163265306122,0.00167785234899329,0.940955576861617
sgWDR74_3,Susa,R1,T3,WDR74,No,-1.56995442995065,+,0.0391156462585034,0,0.877981897456969
sgTRMT112_6,Susa,R2,T6,TRMT112,No,-1.56956686083569,+,0.0782312925170068,0,0.862398986440214
sgUSP39_2,Hbe,R1,T4,USP39,No,-1.56929326537964,+,0.139455782312925,0.00167785234899329,0.955950668858147
sgATP6V0C_5,Hbe,R2,T6,ATP6V0C,No,-1.56928457217041,+,0.350340136054422,0,0.959497557412227
sgATP6V0C_3,Susa,R1,T4,ATP6V0C,No,-1.56854644341221,+,0.0527210884353742,0,0.941529128429895
sgATP6V0C_1,Hbe,R1,T4,ATP6V0C,No,-1.56835189691901,+,0.141156462585034,0.00167785234899329,0.955950668858147
sgWDR74_1,Hbe,R1,T5,WDR74,No,-1.56812367081578,+,0.180272108843537,0.00335570469798658,0.948229123864311
sgNSF_1,Hbe,R2,T3,NSF,No,-1.56724392330731,+,0.127551020408163,0,0.910426083184952
sgWDR74_6,Susa,R1,T6,WDR74,No,-1.56669726838189,+,0.171768707482993,0,0.935257156553897
sgXPO1_6,Hbe,R1,T5,XPO1,No,-1.56653489160391,+,0.181972789115646,0.00335570469798658,0.948229123864311
sgC9orf16_5,Susa,R1,T6,C9orf16,No,-1.56629882145125,-,0.171768707482993,0.00167785234899329,0.935257156553897
sgLAS1L_6,Hbe,R2,T5,LAS1L,No,-1.56611382113838,+,0.202380952380952,0,0.954238574624481
sgXAB2_3,Hbe,R2,T5,XAB2,No,-1.56566824627335,+,0.204081632653061,0,0.954238574624481
sgSNRPD2_3,Susa,R2,T6,SNRPD2,No,-1.5647302101094,+,0.0799319727891157,0,0.862398986440214
sgWDR74_2,Susa,R2,T6,WDR74,No,-1.564694759262,+,0.0816326530612245,0,0.862398986440214
sgNSF_5,Susa,R1,T3,NSF,No,-1.56460151275181,+,0.0408163265306122,0,0.877981897456969
sgMT1M_1,Susa,R1,T6,MT1M,No,-1.5641663377004,-,0.171768707482993,0.00335570469798658,0.935257156553897
sgTRAPPC1_3,Susa,R2,T5,TRAPPC1,No,-1.56356970732465,+,0.0561224489795918,0,0.881129297356526
sgDDX20_4,Hbe,R1,T4,DDX20,No,-1.56342627760166,+,0.142857142857143,0.00167785234899329,0.955950668858147
sgXAB2_1,Hbe,R2,T5,XAB2,No,-1.56329761379472,+,0.20578231292517,0,0.954238574624481
sgTOP1_6,Hbe,R2,T6,TOP1,No,-1.56315516542993,+,0.352040816326531,0,0.959497557412227
sgRFC5_1,Hbe,R1,T5,RFC5,No,-1.56310706506644,+,0.183673469387755,0.00335570469798658,0.948229123864311
sgCDK7_5,Hbe,R2,T4,CDK7,No,-1.56292754955111,+,0.171768707482993,0.00167785234899329,0.946659704150116
sgSNRPD2_6,Hbe,R2,T3,SNRPD2,No,-1.5623918729386,+,0.129251700680272,0,0.910426083184952
sgLAS1L_6,Hbe,R2,T4,LAS1L,No,-1.56198560403542,+,0.173469387755102,0.00167785234899329,0.946659704150116
sgSNRPD2_6,Susa,R1,T4,SNRPD2,No,-1.56186889036049,+,0.054421768707483,0,0.941529128429895
sgTRRAP_4,Hbe,R1,T6,TRRAP,No,-1.56161680094597,+,0.159863945578231,0.00167785234899329,0.940955576861617
sgC9orf114_4,Hbe,R2,T6,C9orf114,No,-1.56036289523051,+,0.353741496598639,0,0.959497557412227
sgWDR74_1,Susa,R1,T5,WDR74,No,-1.56018360006771,+,0.102040816326531,0.00167785234899329,0.94936481303931
sgNUF2_3,Hbe,R2,T3,NUF2,No,-1.55988224254893,+,0.130952380952381,0,0.910426083184952
sgPCNA_4,Hbe,R1,T4,PCNA,No,-1.55963090918126,+,0.144557823129252,0.00167785234899329,0.955950668858147
sgALG1_5,Hbe,R1,T4,ALG1,No,-1.55948078211187,+,0.146258503401361,0.00167785234899329,0.955950668858147
sgWDR74_3,Susa,R1,T4,WDR74,No,-1.55920430661666,+,0.0561224489795918,0,0.941529128429895
sgTRAPPC3_4,Susa,R1,T6,TRAPPC3,No,-1.55882775489259,+,0.173469387755102,0.00335570469798658,0.935257156553897
sgWDR74_2,Hbe,R2,T4,WDR74,No,-1.55844123614715,+,0.175170068027211,0.00167785234899329,0.946659704150116
sgCDC16_6,Susa,R1,T5,CDC16,No,-1.55815132196804,+,0.103741496598639,0.00167785234899329,0.94936481303931
sgDDX20_3,Susa,R1,T3,DDX20,No,-1.55781130045328,+,0.0425170068027211,0,0.877981897456969
sgTRMT112_1,Susa,R2,T6,TRMT112,No,-1.55749044839024,+,0.0833333333333333,0,0.862398986440214
sgCTDP1_4,Hbe,R2,T4,CTDP1,No,-1.55746617777095,+,0.17687074829932,0.00167785234899329,0.946659704150116
sgXAB2_5,Hbe,R2,T3,XAB2,No,-1.5574133581374,+,0.13265306122449,0,0.910426083184952
sgPCNA_3,Hbe,R1,T3,PCNA,No,-1.55703863654748,+,0.0578231292517007,0,0.922673263936447
sgTRAPPC3_1,Hbe,R2,T6,TRAPPC3,No,-1.55604293730802,+,0.355442176870748,0,0.959497557412227
sgGUK1_5,Hbe,R1,T5,GUK1,No,-1.55602024801659,+,0.185374149659864,0.00335570469798658,0.948229123864311
sgWDR12_3,Hbe,R2,T4,WDR12,No,-1.55595515821977,+,0.178571428571429,0.00167785234899329,0.946659704150116
sgC9orf114_3,Hbe,R2,T5,C9orf114,No,-1.55580477142771,+,0.207482993197279,0,0.954238574624481
sgTOP1_5,Hbe,R2,T6,TOP1,No,-1.55549369456606,+,0.357142857142857,0,0.959497557412227
sgNSF_4,Hbe,R1,T5,NSF,No,-1.55503616838109,+,0.187074829931973,0.00335570469798658,0.948229123864311
sgNUF2_1,Hbe,R1,T4,NUF2,No,-1.55492971943351,+,0.147959183673469,0.00167785234899329,0.955950668858147
sgTRMT112_1,Hbe,R2,T4,TRMT112,No,-1.55455091962813,+,0.180272108843537,0.00167785234899329,0.946659704150116
sgXAB2_3,Hbe,R1,T6,XAB2,No,-1.55383939176875,+,0.16156462585034,0.00167785234899329,0.940955576861617
sgRUVBL2_6,Hbe,R2,T4,RUVBL2,No,-1.55375468441134,+,0.181972789115646,0.00167785234899329,0.946659704150116
sgNSF_3,Hbe,R1,T5,NSF,No,-1.55315653295779,+,0.188775510204082,0.00335570469798658,0.948229123864311
sgTRAPPC3_2,Hbe,R1,T4,TRAPPC3,No,-1.55285286303174,+,0.149659863945578,0.00167785234899329,0.955950668858147
sgGUK1_5,Hbe,R2,T3,GUK1,No,-1.55249459560293,+,0.134353741496599,0,0.910426083184952
sgIARS2_1,Susa,R2,T6,IARS2,No,-1.55244136564799,+,0.0850340136054422,0,0.862398986440214
sgXPO1_3,Hbe,R1,T4,XPO1,No,-1.5524260837537,+,0.151360544217687,0.00167785234899329,0.955950668858147
sgBUD31_1,Susa,R1,T6,BUD31,No,-1.55230028084841,+,0.175170068027211,0.00335570469798658,0.935257156553897
sgIPO13_3,Susa,R1,T6,IPO13,No,-1.55202990482392,+,0.17687074829932,0.00335570469798658,0.935257156553897
sgNDC80_6,Hbe,R1,T2,NDC80,No,-1.55181764775575,+,0.0119047619047619,0,0.764732570880701
sgCDK7_2,Susa,R2,T5,CDK7,No,-1.55137385898645,+,0.0578231292517007,0,0.881129297356526
sgVPS25_6,Hbe,R1,T5,VPS25,No,-1.55131735528421,+,0.19047619047619,0.00335570469798658,0.948229123864311
sgIMP4_5,Susa,R1,T6,IMP4,No,-1.55065839188904,+,0.178571428571429,0.00335570469798658,0.935257156553897
sgATP6V0C_1,Hbe,R2,T4,ATP6V0C,No,-1.55029294556721,+,0.183673469387755,0.00167785234899329,0.946659704150116
sgUSP39_2,Hbe,R1,T3,USP39,No,-1.549674723334,+,0.0595238095238095,0,0.922673263936447
sgXAB2_5,Hbe,R1,T5,XAB2,No,-1.54903462529071,+,0.192176870748299,0.00335570469798658,0.948229123864311
sgSNRPD2_5,Hbe,R1,T5,SNRPD2,No,-1.54844795490257,+,0.193877551020408,0.00335570469798658,0.948229123864311
sgAARS_1,Hbe,R2,T5,AARS,No,-1.54801705228215,+,0.209183673469388,0,0.954238574624481
sgALG1_3,Susa,R1,T6,ALG1,No,-1.54790557521557,+,0.180272108843537,0.00335570469798658,0.935257156553897
sgPES1_6,Hbe,R1,T5,PES1,No,-1.54780272189679,+,0.195578231292517,0.00335570469798658,0.948229123864311
sgADARB1_4,Susa,R2,T3,ADARB1,No,-1.54771197753385,-,0.0102040816326531,0.00167785234899329,0.804724238688764
sgATP6V0C_1,Hbe,R1,T5,ATP6V0C,No,-1.54747608680022,+,0.197278911564626,0.00335570469798658,0.948229123864311
sgBUD31_1,Susa,R2,T5,BUD31,No,-1.5473550366135,+,0.0595238095238095,0,0.881129297356526
sgNUF2_2,Hbe,R2,T3,NUF2,No,-1.54681163088337,+,0.136054421768707,0,0.910426083184952
sgUTP23_3,Susa,R1,T6,UTP23,No,-1.5463127591306,+,0.181972789115646,0.00335570469798658,0.935257156553897
sgXAB2_2,Hbe,R2,T5,XAB2,No,-1.54625411488306,+,0.210884353741497,0,0.954238574624481
sgNUF2_2,Hbe,R1,T3,NUF2,No,-1.5461749141871,+,0.0612244897959184,0,0.922673263936447
sgC9orf114_2,Hbe,R2,T3,C9orf114,No,-1.54544853531038,+,0.137755102040816,0,0.910426083184952
sgACTL6A_6,Susa,R2,T6,ACTL6A,No,-1.54356224669805,+,0.086734693877551,0,0.862398986440214
sgSNRPD2_2,Hbe,R2,T6,SNRPD2,No,-1.54352556662805,+,0.358843537414966,0,0.959497557412227
sgCTDP1_4,Susa,R2,T5,CTDP1,No,-1.54338937491576,+,0.0612244897959184,0,0.881129297356526
sgUBL5_2,Susa,R1,T3,UBL5,No,-1.54328273123477,+,0.0442176870748299,0,0.877981897456969
sgC9orf114_4,Hbe,R2,T4,C9orf114,No,-1.54294997255266,+,0.185374149659864,0.00167785234899329,0.946659704150116
sgPES1_6,Hbe,R2,T5,PES1,No,-1.54216181084384,+,0.212585034013605,0,0.954238574624481
sgRUVBL2_5,Susa,R1,T5,RUVBL2,No,-1.54137968384404,+,0.105442176870748,0.00167785234899329,0.94936481303931
sgEXOSC7_5,Hbe,R2,T4,EXOSC7,No,-1.54129523578901,+,0.187074829931973,0.00167785234899329,0.946659704150116
sgUBL5_3,Susa,R2,T3,UBL5,No,-1.54108887736277,+,0.0119047619047619,0.00167785234899329,0.804724238688764
sgTOP1_5,Susa,R1,T5,TOP1,No,-1.54087119430205,+,0.107142857142857,0.00167785234899329,0.94936481303931
sgLAS1L_5,Hbe,R2,T5,LAS1L,No,-1.54070561909401,+,0.214285714285714,0,0.954238574624481
sgPSMB3_2,Hbe,R1,T3,PSMB3,No,-1.53986224863416,+,0.0629251700680272,0,0.922673263936447
sgPOLR3H_6,Susa,R2,T6,POLR3H,No,-1.53967512051084,+,0.0884353741496599,0,0.862398986440214
sgUSP39_5,Hbe,R2,T6,USP39,No,-1.53962157816552,+,0.360544217687075,0,0.959497557412227
sgWDR12_2,Hbe,R1,T5,WDR12,No,-1.53917002806206,+,0.198979591836735,0.00335570469798658,0.948229123864311
sgRUVBL2_6,Hbe,R2,T6,RUVBL2,No,-1.53910051215634,+,0.362244897959184,0,0.959497557412227
sgUSP39_6,Hbe,R1,T6,USP39,No,-1.53885069099324,+,0.163265306122449,0.00167785234899329,0.940955576861617
sgXPO1_4,Hbe,R1,T4,XPO1,No,-1.53882269655955,+,0.153061224489796,0.00167785234899329,0.955950668858147
sgSNRPD2_1,Hbe,R1,T5,SNRPD2,No,-1.53851483706151,+,0.200680272108844,0.00335570469798658,0.948229123864311
sgATR_1,Hbe,R2,T5,ATR,No,-1.53821467998401,+,0.215986394557823,0,0.954238574624481
sgUSP39_3,Hbe,R1,T4,USP39,No,-1.53812440930868,+,0.154761904761905,0.00167785234899329,0.955950668858147
sgPCNA_4,Susa,R2,T6,PCNA,No,-1.53757238390498,+,0.0901360544217687,0,0.862398986440214
sgNSF_5,Susa,R2,T5,NSF,No,-1.53717817170173,+,0.0629251700680272,0,0.881129297356526
sgGAPDH_1,Susa,R2,T5,GAPDH,No,-1.53706343498877,+,0.0646258503401361,0,0.881129297356526
sgPSMB3_1,Susa,R1,T4,PSMB3,No,-1.53692989260633,+,0.0578231292517007,0,0.941529128429895
sgGUK1_1,Hbe,R2,T6,GUK1,No,-1.53687805658612,+,0.363945578231293,0,0.959497557412227
sgATP6V0C_5,Hbe,R1,T4,ATP6V0C,No,-1.53633519355169,+,0.156462585034014,0.00167785234899329,0.955950668858147
sgWDR61_5,Hbe,R2,T4,WDR61,No,-1.53632897090138,+,0.188775510204082,0.00167785234899329,0.946659704150116
sgMCM2_5,Hbe,R2,T5,MCM2,No,-1.53528094120204,+,0.217687074829932,0,0.954238574624481
sgCTDP1_2,Hbe,R2,T6,CTDP1,No,-1.53435393254343,+,0.365646258503401,0,0.959497557412227
sgGAPDH_6,Hbe,R2,T5,GAPDH,No,-1.53336102906801,+,0.219387755102041,0,0.954238574624481
sgNVL_3,Susa,R2,T5,NVL,No,-1.53334641425969,+,0.0663265306122449,0,0.881129297356526
sgPSMB3_5,Hbe,R2,T6,PSMB3,No,-1.5329304687829,+,0.36734693877551,0,0.959497557412227
sgDDX20_1,Hbe,R2,T3,DDX20,No,-1.53240556116588,+,0.139455782312925,0,0.910426083184952
sgTRRAP_4,Susa,R2,T5,TRRAP,No,-1.53214635149979,+,0.0680272108843537,0,0.881129297356526
sgWDR74_3,Hbe,R2,T5,WDR74,No,-1.53213951555502,+,0.22108843537415,0,0.954238574624481
sgUBL5_5,Hbe,R2,T3,UBL5,No,-1.53171457407864,+,0.141156462585034,0,0.910426083184952
sgXAB2_3,Hbe,R1,T3,XAB2,No,-1.53048765895121,+,0.0646258503401361,0,0.922673263936447
sgIMP4_1,Hbe,R1,T5,IMP4,No,-1.53046519174576,+,0.202380952380952,0.00335570469798658,0.948229123864311
sgTOP1_5,Susa,R2,T6,TOP1,No,-1.53028159631509,+,0.0918367346938776,0,0.862398986440214
sgIARS2_2,Hbe,R2,T5,IARS2,No,-1.5294182656118,+,0.222789115646259,0,0.954238574624481
sgIMP4_2,Hbe,R1,T4,IMP4,No,-1.52902584460827,+,0.158163265306122,0.00167785234899329,0.955950668858147
sgUTP23_2,Susa,R1,T5,UTP23,No,-1.52873991827157,+,0.108843537414966,0.00167785234899329,0.94936481303931
sgMCM2_6,Hbe,R1,T5,MCM2,No,-1.52864171030913,+,0.204081632653061,0.00335570469798658,0.948229123864311
sgPES1_6,Hbe,R1,T4,PES1,No,-1.52796285895885,+,0.159863945578231,0.00167785234899329,0.955950668858147
sgPSMB3_1,Susa,R2,T3,PSMB3,No,-1.52787437842866,+,0.0136054421768707,0.00167785234899329,0.804724238688764
sgUBL5_3,Susa,R2,T4,UBL5,No,-1.52755779773766,+,0.00680272108843537,0,0.845763137469753
sgPES1_3,Hbe,R1,T6,PES1,No,-1.52751700082537,+,0.164965986394558,0.00167785234899329,0.940955576861617
sgNSF_3,Susa,R2,T6,NSF,No,-1.52698937022842,+,0.0935374149659864,0,0.862398986440214
sgTOP1_5,Hbe,R2,T5,TOP1,No,-1.5269798359226,+,0.224489795918367,0,0.954238574624481
sgTRAPPC3_2,Susa,R1,T5,TRAPPC3,No,-1.5266521611149,+,0.110544217687075,0.00167785234899329,0.94936481303931
sgVPS25_4,Hbe,R2,T4,VPS25,No,-1.52654649070671,+,0.19047619047619,0.00167785234899329,0.946659704150116
sgMCM2_6,Hbe,R2,T3,MCM2,No,-1.52616755689214,+,0.142857142857143,0,0.910426083184952
sgEXOSC7_3,Hbe,R1,T5,EXOSC7,No,-1.52531920525172,+,0.20578231292517,0.00335570469798658,0.948229123864311
sgNSF_3,Hbe,R2,T6,NSF,No,-1.52453326474926,+,0.369047619047619,0,0.959497557412227
sgXPO1_4,Hbe,R1,T6,XPO1,No,-1.52449162791905,+,0.166666666666667,0.00167785234899329,0.940955576861617
sgTRMT112_1,Susa,R1,T5,TRMT112,No,-1.52396888507563,+,0.112244897959184,0.00167785234899329,0.94936481303931
sgPCNA_4,Susa,R2,T5,PCNA,No,-1.52386350172698,+,0.0697278911564626,0,0.881129297356526
sgPES1_4,Hbe,R2,T5,PES1,No,-1.52385892641986,+,0.226190476190476,0,0.954238574624481
sgATR_1,Hbe,R2,T6,ATR,No,-1.52349823079188,+,0.370748299319728,0,0.959497557412227
sgPOLR3H_2,Hbe,R1,T4,POLR3H,No,-1.52348158754703,+,0.16156462585034,0.00167785234899329,0.955950668858147
sgNSF_3,Hbe,R1,T3,NSF,No,-1.52325584610028,+,0.0663265306122449,0,0.922673263936447
sgCTDP1_6,Susa,R2,T3,CTDP1,No,-1.52309554143946,+,0.0153061224489796,0.00167785234899329,0.804724238688764
sgC9orf16_5,Hbe,R1,T4,C9orf16,No,-1.52250400702428,-,0.16156462585034,0.00335570469798658,0.955950668858147
sgPSMB3_1,Susa,R2,T5,PSMB3,No,-1.52127761450995,+,0.0714285714285714,0,0.881129297356526
sgGUK1_5,Susa,R2,T6,GUK1,No,-1.52124607782452,+,0.0952380952380952,0,0.862398986440214
sgIMP4_6,Susa,R2,T6,IMP4,No,-1.52077542086637,+,0.0969387755102041,0,0.862398986440214
sgEIF2B1_5,Hbe,R1,T5,EIF2B1,No,-1.52053107192825,+,0.207482993197279,0.00335570469798658,0.948229123864311
sgC9orf114_6,Susa,R1,T4,C9orf114,No,-1.5198633646909,+,0.0595238095238095,0,0.941529128429895
sgPSMB3_6,Hbe,R1,T3,PSMB3,No,-1.51976879640603,+,0.0680272108843537,0,0.922673263936447
sgDDX20_3,Hbe,R1,T6,DDX20,No,-1.51881675338597,+,0.168367346938776,0.00167785234899329,0.940955576861617
sgXPO1_2,Susa,R2,T6,XPO1,No,-1.51853169551407,+,0.0986394557823129,0,0.862398986440214
