sgRNA,Cell_line,Replicate,Timepoint,gene,Treatment,diff,type,TP,FP,AUC
sgGFM1_5,Hbe,R1,T6,GFM1,No,-0.0743029136327213,+,0.840136054421769,0.0654362416107383,0.940955576861617
sgBMP10_3,Susa,R2,T3,BMP10,No,-0.0742846040577945,-,0.681972789115646,0.199664429530201,0.804724238688764
sgPOMZP3_3,Hbe,R1,T4,POMZP3,No,-0.0741914315602832,-,0.858843537414966,0.0587248322147651,0.955950668858147
sgVPS25_5,Susa,R1,T2,VPS25,No,-0.0741734181822031,+,0.472789115646259,0.140939597315436,0.720084006757065
sgPICALM_6,Hbe,R1,T6,PICALM,No,-0.0741375952818042,-,0.840136054421769,0.0671140939597315,0.940955576861617
sgNVL_4,Susa,R1,T4,NVL,No,-0.0741165691302306,+,0.836734693877551,0.0738255033557047,0.941529128429895
sgCNPY1_4,Susa,R2,T6,CNPY1,No,-0.0741098349689806,-,0.804421768707483,0.224832214765101,0.862398986440214
sgTRRAP_5,Susa,R2,T3,TRRAP,No,-0.074074586735867,+,0.683673469387755,0.199664429530201,0.804724238688764
sgWDR61_6,Hbe,R1,T1,WDR61,No,-0.0739288447711564,+,0.147959183673469,0.171140939597315,0.474327146966169
sgPLCD4_4,Susa,R1,T3,PLCD4,No,-0.0739277518336914,-,0.726190476190476,0.114093959731544,0.877981897456969
sgXPO1_3,Hbe,R2,T1,XPO1,No,-0.0738578838953163,+,0.141156462585034,0.140939597315436,0.522976304615806
sgTRAPPC3_1,Susa,R1,T3,TRAPPC3,No,-0.073855348473878,+,0.727891156462585,0.114093959731544,0.877981897456969
sgSVIP_1,Susa,R1,T6,SVIP,No,-0.073797428448966,-,0.872448979591837,0.114093959731544,0.935257156553897
sgTOP1_3,Hbe,R2,T2,TOP1,No,-0.0737799273707824,+,0.540816326530612,0.109060402684564,0.806402091037757
sgNLRP4_1,Hbe,R1,T4,NLRP4,No,-0.0737272978034558,-,0.858843537414966,0.0604026845637584,0.955950668858147
sgMRPS34_5,Hbe,R2,T6,MRPS34,No,-0.0735802911633652,+,0.875850340136054,0.063758389261745,0.959497557412227
sgAADACL2_1,Susa,R2,T2,AADACL2,No,-0.073578547641703,-,0.380952380952381,0.204697986577181,0.594176596813222
sgEIF2B1_1,Hbe,R2,T3,EIF2B1,No,-0.0735513025688395,+,0.787414965986395,0.10738255033557,0.910426083184952
sgZNF552_5,Susa,R1,T6,ZNF552,No,-0.0735040576882167,-,0.872448979591837,0.115771812080537,0.935257156553897
sgZPR1_3,Hbe,R2,T4,ZPR1,No,-0.0734529372444905,+,0.852040816326531,0.0788590604026846,0.946659704150116
sgLIM2_3,Susa,R1,T2,LIM2,No,-0.0734494337375544,-,0.472789115646259,0.14261744966443,0.720084006757065
sgSLMO1_3,Susa,R1,T6,SLMO1,No,-0.0733844921793514,-,0.872448979591837,0.11744966442953,0.935257156553897
sgADARB1_4,Hbe,R2,T4,ADARB1,No,-0.0732462578467594,-,0.852040816326531,0.0805369127516778,0.946659704150116
sgTRMT112_3,Hbe,R2,T1,TRMT112,No,-0.0732116867550614,+,0.142857142857143,0.140939597315436,0.522976304615806
sgMT1M_6,Susa,R1,T3,MT1M,No,-0.0731980640452785,-,0.727891156462585,0.115771812080537,0.877981897456969
sgPOLR3H_1,Susa,R1,T1,POLR3H,No,-0.0731295405354184,+,0.156462585034014,0.147651006711409,0.48289617860567
sgNREP_5,Susa,R1,T4,NREP,No,-0.0730608209328518,-,0.836734693877551,0.075503355704698,0.941529128429895
sgEIF4E2_6,Hbe,R1,T1,EIF4E2,No,-0.0730084796298764,-,0.147959183673469,0.172818791946309,0.474327146966169
sgSOX1_1,Hbe,R1,T5,SOX1,No,-0.0729972904319907,-,0.875850340136054,0.087248322147651,0.948229123864311
sgTGIF2LY_6,Susa,R2,T5,TGIF2LY,No,-0.0729730225340721,-,0.818027210884354,0.176174496644295,0.881129297356526
sgPOLR3H_4,Susa,R1,T2,POLR3H,No,-0.0729295617414629,+,0.474489795918367,0.14261744966443,0.720084006757065
sgPES1_2,Hbe,R1,T2,PES1,No,-0.0728803330768475,+,0.566326530612245,0.144295302013423,0.764732570880701
sgWDR61_3,Susa,R2,T5,WDR61,No,-0.0727960541019597,+,0.819727891156463,0.176174496644295,0.881129297356526
sgATR_4,Susa,R1,T3,ATR,No,-0.0727767027995991,+,0.729591836734694,0.115771812080537,0.877981897456969
sgZPR1_1,Hbe,R1,T6,ZPR1,No,-0.072774547623546,+,0.841836734693878,0.0671140939597315,0.940955576861617
sgPICALM_1,Susa,R1,T3,PICALM,No,-0.0727329647288348,-,0.729591836734694,0.11744966442953,0.877981897456969
sgUTP23_1,Susa,R1,T1,UTP23,No,-0.0726898225648696,+,0.158163265306122,0.147651006711409,0.48289617860567
sgTRMT112_2,Susa,R1,T4,TRMT112,No,-0.0726708740088977,+,0.83843537414966,0.075503355704698,0.941529128429895
sgC9orf114_2,Hbe,R1,T2,C9orf114,No,-0.0726355945340686,+,0.568027210884354,0.144295302013423,0.764732570880701
sgTGIF2LY_2,Hbe,R2,T4,TGIF2LY,No,-0.0726124614159365,-,0.852040816326531,0.0822147651006711,0.946659704150116
sgPES1_3,Susa,R2,T3,PES1,No,-0.0725840066234273,+,0.685374149659864,0.199664429530201,0.804724238688764
sgNLRP5_1,Hbe,R1,T2,NLRP5,No,-0.0724495289640918,-,0.568027210884354,0.145973154362416,0.764732570880701
sgKIR2DL1_4,Susa,R1,T6,KIR2DL1,No,-0.072411379954842,-,0.872448979591837,0.119127516778523,0.935257156553897
sgGFM1_3,Susa,R2,T2,GFM1,No,-0.0723777768943852,+,0.384353741496599,0.204697986577181,0.594176596813222
sgWDR61_1,Susa,R1,T1,WDR61,No,-0.0723483563118155,+,0.159863945578231,0.147651006711409,0.48289617860567
sgEIF2B1_2,Hbe,R2,T3,EIF2B1,No,-0.0723150799772232,+,0.789115646258503,0.10738255033557,0.910426083184952
sgZPR1_1,Susa,R1,T3,ZPR1,No,-0.0723019984043911,+,0.731292517006803,0.11744966442953,0.877981897456969
sgSOX14_3,Susa,R2,T6,SOX14,No,-0.0723013259680614,-,0.804421768707483,0.226510067114094,0.862398986440214
sgMRPS34_4,Hbe,R1,T2,MRPS34,No,-0.0722989448227807,+,0.569727891156463,0.145973154362416,0.764732570880701
sgBANF2_5,Susa,R2,T3,BANF2,No,-0.0722782138835694,-,0.685374149659864,0.201342281879195,0.804724238688764
sgSVIP_4,Susa,R2,T3,SVIP,No,-0.0722708279987048,-,0.685374149659864,0.203020134228188,0.804724238688764
sgXPO1_2,Hbe,R2,T1,XPO1,No,-0.072253208547052,+,0.144557823129252,0.140939597315436,0.522976304615806
sgIMP4_3,Susa,R1,T2,IMP4,No,-0.0722521829974379,+,0.476190476190476,0.14261744966443,0.720084006757065
sgABCA1_4,Susa,R2,T5,ABCA1,No,-0.0721789466969658,-,0.819727891156463,0.177852348993289,0.881129297356526
sgALG1_2,Susa,R1,T3,ALG1,No,-0.0721699309200421,+,0.732993197278912,0.11744966442953,0.877981897456969
sgABCA1_2,Hbe,R1,T1,ABCA1,No,-0.0721630024001421,-,0.147959183673469,0.174496644295302,0.474327146966169
sgLAS1L_1,Hbe,R2,T1,LAS1L,No,-0.072136477865496,+,0.146258503401361,0.140939597315436,0.522976304615806
sgATR_3,Susa,R1,T1,ATR,No,-0.0721309456118719,+,0.16156462585034,0.147651006711409,0.48289617860567
sgGAPDH_4,Hbe,R1,T1,GAPDH,No,-0.0720552868766422,+,0.149659863945578,0.174496644295302,0.474327146966169
sgTRIM40_2,Hbe,R2,T2,TRIM40,No,-0.0719160691432492,-,0.540816326530612,0.110738255033557,0.806402091037757
sgTRRAP_3,Susa,R1,T1,TRRAP,No,-0.0719000007165875,+,0.163265306122449,0.147651006711409,0.48289617860567
sgPES1_3,Susa,R2,T2,PES1,No,-0.0718675981635333,+,0.387755102040816,0.204697986577181,0.594176596813222
sgCTDP1_1,Hbe,R2,T4,CTDP1,No,-0.071855390539572,+,0.853741496598639,0.0822147651006711,0.946659704150116
sgPOMZP3_6,Hbe,R2,T1,POMZP3,No,-0.0718036225918821,-,0.146258503401361,0.14261744966443,0.522976304615806
sgCOTL1_6,Susa,R1,T2,COTL1,No,-0.0717722950120687,-,0.476190476190476,0.144295302013423,0.720084006757065
sgIARS2_1,Hbe,R2,T3,IARS2,No,-0.0717225671346204,+,0.790816326530612,0.10738255033557,0.910426083184952
sgGUK1_5,Susa,R2,T3,GUK1,No,-0.0716513421092577,+,0.687074829931973,0.203020134228188,0.804724238688764
sgNREP_5,Susa,R1,T1,NREP,No,-0.0715139036443451,-,0.163265306122449,0.149328859060403,0.48289617860567
sgC9orf114_2,Hbe,R1,T2,C9orf114,No,-0.0714994207664668,+,0.571428571428571,0.145973154362416,0.764732570880701
sgAADACL2_1,Susa,R2,T5,AADACL2,No,-0.0714618880767817,-,0.819727891156463,0.179530201342282,0.881129297356526
sgIL12B_5,Hbe,R1,T5,IL12B,No,-0.0713747736140755,-,0.875850340136054,0.0889261744966443,0.948229123864311
sgMT1M_6,Susa,R1,T4,MT1M,No,-0.0712495536180591,-,0.83843537414966,0.0771812080536913,0.941529128429895
sgGAPDH_5,Hbe,R1,T4,GAPDH,No,-0.0712359301609298,+,0.860544217687075,0.0604026845637584,0.955950668858147
sgBANF2_2,Susa,R2,T4,BANF2,No,-0.0711733818597646,-,0.746598639455782,0.171140939597315,0.845763137469753
sgCTDP1_3,Susa,R1,T3,CTDP1,No,-0.0710552409475858,+,0.73469387755102,0.11744966442953,0.877981897456969
sgWDR74_6,Hbe,R1,T1,WDR74,No,-0.0709360127092156,+,0.151360544217687,0.174496644295302,0.474327146966169
sgWDR61_5,Susa,R1,T1,WDR61,No,-0.0709343891094205,+,0.164965986394558,0.149328859060403,0.48289617860567
sgPOMZP3_5,Susa,R2,T2,POMZP3,No,-0.0709068858411923,-,0.387755102040816,0.208053691275168,0.594176596813222
sgTCAIM_2,Susa,R2,T3,TCAIM,No,-0.070851161029585,-,0.687074829931973,0.204697986577181,0.804724238688764
sgRUVBL2_2,Hbe,R2,T1,RUVBL2,No,-0.0707917987693816,+,0.147959183673469,0.14261744966443,0.522976304615806
sgS100G_5,Susa,R1,T2,S100G,No,-0.0707834528599662,-,0.476190476190476,0.145973154362416,0.720084006757065
sgTRAPPC1_4,Susa,R1,T2,TRAPPC1,No,-0.0707486814036469,+,0.477891156462585,0.145973154362416,0.720084006757065
sgSOX14_2,Susa,R2,T6,SOX14,No,-0.0707185935973964,-,0.804421768707483,0.228187919463087,0.862398986440214
sgMRPS34_3,Hbe,R1,T6,MRPS34,No,-0.0706449398814559,+,0.843537414965986,0.0671140939597315,0.940955576861617
sgPOLR3H_4,Susa,R2,T3,POLR3H,No,-0.0706326150270729,+,0.688775510204082,0.204697986577181,0.804724238688764
sgMYO1B_3,Hbe,R2,T1,MYO1B,No,-0.0706280922315832,-,0.147959183673469,0.144295302013423,0.522976304615806
sgATR_6,Hbe,R2,T3,ATR,No,-0.0705459096234509,+,0.792517006802721,0.10738255033557,0.910426083184952
sgZNF432_4,Hbe,R1,T1,ZNF432,No,-0.0705013891692001,-,0.151360544217687,0.176174496644295,0.474327146966169
sgBANF2_3,Hbe,R2,T2,BANF2,No,-0.0704120511592552,-,0.540816326530612,0.11241610738255,0.806402091037757
sgNUF2_5,Susa,R2,T6,NUF2,No,-0.0703594176576949,+,0.806122448979592,0.228187919463087,0.862398986440214
sgPRB1_1,Hbe,R2,T1,PRB1,No,-0.0703484987934946,-,0.147959183673469,0.145973154362416,0.522976304615806
sgPOMZP3_4,Hbe,R1,T6,POMZP3,No,-0.0703090790003551,-,0.843537414965986,0.0687919463087248,0.940955576861617
sgYARS2_2,Hbe,R1,T3,YARS2,No,-0.0702197571857099,+,0.79421768707483,0.075503355704698,0.922673263936447
sgNREP_6,Hbe,R2,T2,NREP,No,-0.0702153429425132,-,0.540816326530612,0.114093959731544,0.806402091037757
sgPICALM_3,Hbe,R1,T6,PICALM,No,-0.070151348312123,-,0.843537414965986,0.0704697986577181,0.940955576861617
sgWDR12_1,Hbe,R1,T6,WDR12,No,-0.0701086805213991,+,0.845238095238095,0.0704697986577181,0.940955576861617
sgNREP_3,Hbe,R2,T2,NREP,No,-0.0700979613561628,-,0.540816326530612,0.115771812080537,0.806402091037757
sgTRMT112_2,Hbe,R1,T2,TRMT112,No,-0.0699755119560224,+,0.57312925170068,0.145973154362416,0.764732570880701
sgTOP1_6,Susa,R1,T2,TOP1,No,-0.069966618817686,+,0.479591836734694,0.145973154362416,0.720084006757065
sgPES1_4,Susa,R2,T3,PES1,No,-0.0699664978240944,+,0.69047619047619,0.204697986577181,0.804724238688764
sgEIF4E2_2,Susa,R1,T2,EIF4E2,No,-0.0699536159264942,-,0.479591836734694,0.147651006711409,0.720084006757065
sgGFM1_2,Susa,R2,T3,GFM1,No,-0.0699447008074534,+,0.692176870748299,0.204697986577181,0.804724238688764
sgADARB1_4,Susa,R1,T2,ADARB1,No,-0.0698767992439575,-,0.479591836734694,0.149328859060403,0.720084006757065
sgUTP23_4,Hbe,R2,T2,UTP23,No,-0.0697982541959765,+,0.542517006802721,0.115771812080537,0.806402091037757
sgVPS25_5,Susa,R1,T3,VPS25,No,-0.0697447787062075,+,0.736394557823129,0.11744966442953,0.877981897456969
sgAADAT_4,Hbe,R1,T2,AADAT,No,-0.0697333229308983,-,0.57312925170068,0.147651006711409,0.764732570880701
sgGUK1_6,Hbe,R2,T3,GUK1,No,-0.0697302398115145,+,0.79421768707483,0.10738255033557,0.910426083184952
sgTRAPPC3_3,Susa,R1,T3,TRAPPC3,No,-0.0697076338799858,+,0.738095238095238,0.11744966442953,0.877981897456969
sgIPO13_3,Susa,R1,T2,IPO13,No,-0.0696729054777534,+,0.481292517006803,0.149328859060403,0.720084006757065
sgPRB1_3,Susa,R2,T3,PRB1,No,-0.0696438078548658,-,0.692176870748299,0.206375838926175,0.804724238688764
sgCGB1_6,Hbe,R1,T6,CGB1,No,-0.0696425434889816,-,0.845238095238095,0.0721476510067114,0.940955576861617
sgNLRP8_3,Hbe,R2,T2,NLRP8,No,-0.0696349661959323,-,0.542517006802721,0.11744966442953,0.806402091037757
sgTRMT112_2,Hbe,R2,T3,TRMT112,No,-0.0696265354259933,+,0.795918367346939,0.10738255033557,0.910426083184952
sgTRRAP_4,Susa,R1,T2,TRRAP,No,-0.0695457035451565,+,0.482993197278912,0.149328859060403,0.720084006757065
sgMRPS34_3,Hbe,R1,T1,MRPS34,No,-0.0693260800998052,+,0.153061224489796,0.176174496644295,0.474327146966169
sgSOX14_2,Susa,R1,T2,SOX14,No,-0.0692692232553145,-,0.482993197278912,0.151006711409396,0.720084006757065
sgMYO1B_2,Susa,R1,T4,MYO1B,No,-0.0692102553489118,-,0.83843537414966,0.0788590604026846,0.941529128429895
sgWDR12_6,Hbe,R1,T2,WDR12,No,-0.0691463489694417,+,0.574829931972789,0.147651006711409,0.764732570880701
sgCGB1_1,Hbe,R1,T6,CGB1,No,-0.0690263419403538,-,0.845238095238095,0.0738255033557047,0.940955576861617
sgVPS25_5,Susa,R2,T1,VPS25,No,-0.0690094663794194,+,0.0782312925170068,0.216442953020134,0.343665822033511
sgXAB2_4,Susa,R1,T3,XAB2,No,-0.0689695691434986,+,0.739795918367347,0.11744966442953,0.877981897456969
sgEIF2B1_2,Hbe,R1,T1,EIF2B1,No,-0.0688686945240584,+,0.154761904761905,0.176174496644295,0.474327146966169
sgNREP_5,Hbe,R1,T6,NREP,No,-0.0688474493068414,-,0.845238095238095,0.075503355704698,0.940955576861617
sgS100G_4,Hbe,R1,T5,S100G,No,-0.0688172328805567,-,0.875850340136054,0.0906040268456376,0.948229123864311
sgRFC5_1,Susa,R1,T2,RFC5,No,-0.0688050889363909,+,0.48469387755102,0.151006711409396,0.720084006757065
sgNSF_1,Susa,R2,T2,NSF,No,-0.0687890165510419,+,0.391156462585034,0.208053691275168,0.594176596813222
sgST3GAL3_1,Susa,R1,T3,ST3GAL3,No,-0.0687833468003736,-,0.739795918367347,0.119127516778523,0.877981897456969
sgKIR2DL1_5,Hbe,R1,T3,KIR2DL1,No,-0.0687779237952344,-,0.79421768707483,0.0771812080536913,0.922673263936447
sgDCX_6,Hbe,R2,T1,DCX,No,-0.0687382883932433,-,0.147959183673469,0.147651006711409,0.522976304615806
sgST3GAL3_5,Hbe,R2,T3,ST3GAL3,No,-0.0687377872357504,-,0.795918367346939,0.109060402684564,0.910426083184952
sgAADAT_5,Hbe,R1,T1,AADAT,No,-0.0686917419790967,-,0.154761904761905,0.177852348993289,0.474327146966169
sgZPR1_5,Susa,R1,T2,ZPR1,No,-0.0686757561294504,+,0.486394557823129,0.151006711409396,0.720084006757065
sgPOMZP3_2,Susa,R1,T4,POMZP3,No,-0.0686546859392967,-,0.83843537414966,0.0805369127516778,0.941529128429895
sgABCA1_5,Susa,R1,T2,ABCA1,No,-0.0686287358572897,-,0.486394557823129,0.152684563758389,0.720084006757065
sgAAR2_6,Susa,R2,T5,AAR2,No,-0.0686033177588148,-,0.819727891156463,0.181208053691275,0.881129297356526
sgMYO1B_5,Hbe,R2,T1,MYO1B,No,-0.0685320790926944,-,0.147959183673469,0.149328859060403,0.522976304615806
sgDNAJC15_5,Susa,R1,T4,DNAJC15,No,-0.0684982027489953,-,0.83843537414966,0.0822147651006711,0.941529128429895
sgPSMB3_2,Susa,R1,T2,PSMB3,No,-0.0684529986479441,+,0.488095238095238,0.152684563758389,0.720084006757065
sgNUF2_3,Susa,R2,T5,NUF2,No,-0.0684197469466925,+,0.821428571428571,0.181208053691275,0.881129297356526
sgEXOSC7_5,Susa,R1,T3,EXOSC7,No,-0.0684165506266807,+,0.741496598639456,0.119127516778523,0.877981897456969
sgSNX16_6,Susa,R2,T1,SNX16,No,-0.0684163817884227,-,0.0782312925170068,0.218120805369128,0.343665822033511
sgZNF552_4,Hbe,R1,T2,ZNF552,No,-0.0683357863861271,-,0.574829931972789,0.149328859060403,0.764732570880701
sgSNX16_4,Hbe,R2,T1,SNX16,No,-0.0682906235314897,-,0.147959183673469,0.151006711409396,0.522976304615806
sgNLRP5_5,Hbe,R1,T1,NLRP5,No,-0.0682718788296526,-,0.154761904761905,0.179530201342282,0.474327146966169
sgGUK1_6,Susa,R1,T3,GUK1,No,-0.0682475389767045,+,0.743197278911565,0.119127516778523,0.877981897456969
sgTRMT112_1,Susa,R1,T2,TRMT112,No,-0.0682395556957647,+,0.489795918367347,0.152684563758389,0.720084006757065
sgIPO13_4,Hbe,R2,T1,IPO13,No,-0.0681522632558536,+,0.149659863945578,0.151006711409396,0.522976304615806
sgGFM1_1,Susa,R1,T4,GFM1,No,-0.0680859154553288,+,0.840136054421769,0.0822147651006711,0.941529128429895
sgNUDT5_6,Susa,R2,T3,NUDT5,No,-0.0680539478302213,-,0.692176870748299,0.208053691275168,0.804724238688764
sgZNF432_2,Hbe,R1,T2,ZNF432,No,-0.0680368689871997,-,0.574829931972789,0.151006711409396,0.764732570880701
sgCNPY1_4,Hbe,R2,T1,CNPY1,No,-0.0680342428952101,-,0.149659863945578,0.152684563758389,0.522976304615806
sgBANF2_2,Susa,R2,T5,BANF2,No,-0.0679797651892482,-,0.821428571428571,0.182885906040268,0.881129297356526
sgBUD31_5,Susa,R1,T4,BUD31,No,-0.0679402333443835,+,0.841836734693878,0.0822147651006711,0.941529128429895
sgVPS25_2,Susa,R2,T2,VPS25,No,-0.0678896978944801,+,0.394557823129252,0.208053691275168,0.594176596813222
sgSNX16_4,Susa,R1,T2,SNX16,No,-0.0678754954374683,-,0.489795918367347,0.154362416107383,0.720084006757065
sgTRAPPC3_6,Susa,R1,T2,TRAPPC3,No,-0.0678668480552389,+,0.491496598639456,0.154362416107383,0.720084006757065
sgMCM2_5,Susa,R2,T2,MCM2,No,-0.0678491906661032,+,0.397959183673469,0.208053691275168,0.594176596813222
sgLIM2_4,Hbe,R2,T1,LIM2,No,-0.0678217448937701,-,0.149659863945578,0.154362416107383,0.522976304615806
sgPICALM_1,Hbe,R1,T5,PICALM,No,-0.0678173676063036,-,0.875850340136054,0.0922818791946309,0.948229123864311
sgIL12B_5,Hbe,R1,T1,IL12B,No,-0.0677582674726818,-,0.154761904761905,0.181208053691275,0.474327146966169
sgNLRP4_6,Susa,R1,T1,NLRP4,No,-0.0676738445155709,-,0.164965986394558,0.151006711409396,0.48289617860567
sgMCM2_2,Hbe,R2,T1,MCM2,No,-0.0675943711095255,+,0.151360544217687,0.154362416107383,0.522976304615806
sgLIM2_6,Hbe,R1,T1,LIM2,No,-0.0675551892293762,-,0.154761904761905,0.182885906040268,0.474327146966169
sgEXOSC7_2,Susa,R1,T3,EXOSC7,No,-0.0675212325123233,+,0.744897959183674,0.119127516778523,0.877981897456969
sgXAB2_6,Susa,R1,T4,XAB2,No,-0.0674510681696119,+,0.843537414965986,0.0822147651006711,0.941529128429895
sgAIG1_6,Susa,R2,T3,AIG1,No,-0.0674288192913708,-,0.692176870748299,0.209731543624161,0.804724238688764
sgIARS2_5,Hbe,R1,T4,IARS2,No,-0.0673835159079448,+,0.862244897959184,0.0604026845637584,0.955950668858147
sgNREP_1,Susa,R1,T2,NREP,No,-0.0672852521146541,-,0.491496598639456,0.156040268456376,0.720084006757065
sgSOX14_1,Susa,R1,T2,SOX14,No,-0.0672686972947472,-,0.491496598639456,0.157718120805369,0.720084006757065
sgTRAPPC1_5,Hbe,R1,T3,TRAPPC1,No,-0.0672301520181895,+,0.795918367346939,0.0771812080536913,0.922673263936447
sgSPOP_3,Hbe,R1,T3,SPOP,No,-0.0672096966430951,-,0.795918367346939,0.0788590604026846,0.922673263936447
sgZNF552_4,Hbe,R2,T1,ZNF552,No,-0.0671979397879383,-,0.151360544217687,0.156040268456376,0.522976304615806
sgAARS_3,Hbe,R2,T1,AARS,No,-0.067182591363224,+,0.153061224489796,0.156040268456376,0.522976304615806
sgRFC5_6,Hbe,R2,T6,RFC5,No,-0.0671408943555618,+,0.877551020408163,0.063758389261745,0.959497557412227
sgNLRP5_3,Hbe,R1,T1,NLRP5,No,-0.0671101039099642,-,0.154761904761905,0.184563758389262,0.474327146966169
sgGFRA1_6,Hbe,R2,T3,GFRA1,No,-0.0669963049860929,-,0.795918367346939,0.110738255033557,0.910426083184952
sgTOP1_4,Hbe,R1,T4,TOP1,No,-0.0668477314723488,+,0.863945578231292,0.0604026845637584,0.955950668858147
sgDCX_5,Susa,R2,T5,DCX,No,-0.0668435886519125,-,0.821428571428571,0.184563758389262,0.881129297356526
sgTRMT112_2,Hbe,R2,T2,TRMT112,No,-0.0668377966361042,+,0.54421768707483,0.11744966442953,0.806402091037757
sgNVL_5,Hbe,R1,T1,NVL,No,-0.0668106175952337,+,0.156462585034014,0.184563758389262,0.474327146966169
sgSLMO1_4,Hbe,R2,T5,SLMO1,No,-0.0667761058817136,-,0.877551020408163,0.0788590604026846,0.954238574624481
sgLIM2_6,Hbe,R1,T6,LIM2,No,-0.0667447797512386,-,0.845238095238095,0.0771812080536913,0.940955576861617
sgPES1_5,Hbe,R2,T1,PES1,No,-0.0667364803328967,+,0.154761904761905,0.156040268456376,0.522976304615806
sgTRAPPC1_5,Susa,R1,T1,TRAPPC1,No,-0.066710551317549,+,0.166666666666667,0.151006711409396,0.48289617860567
sgZPR1_3,Susa,R1,T2,ZPR1,No,-0.0666835903507184,+,0.493197278911565,0.157718120805369,0.720084006757065
sgAADACL2_6,Susa,R2,T3,AADACL2,No,-0.0666772106707842,-,0.692176870748299,0.211409395973154,0.804724238688764
sgMCM2_3,Susa,R2,T4,MCM2,No,-0.0666375911408532,+,0.748299319727891,0.171140939597315,0.845763137469753
sgPOLR3H_4,Hbe,R1,T1,POLR3H,No,-0.0664467188679616,+,0.158163265306122,0.184563758389262,0.474327146966169
sgAADACL2_3,Hbe,R1,T1,AADACL2,No,-0.0664281907961994,-,0.158163265306122,0.186241610738255,0.474327146966169
sgPOMZP3_6,Susa,R1,T1,POMZP3,No,-0.0664175210054889,-,0.166666666666667,0.152684563758389,0.48289617860567
sgCDC16_2,Hbe,R1,T6,CDC16,No,-0.0663713324859254,+,0.846938775510204,0.0771812080536913,0.940955576861617
sgC9orf114_6,Hbe,R2,T2,C9orf114,No,-0.0663666052178176,+,0.545918367346939,0.11744966442953,0.806402091037757
sgSLMO1_2,Hbe,R2,T2,SLMO1,No,-0.0663503644180548,-,0.545918367346939,0.119127516778523,0.806402091037757
sgSOX14_3,Susa,R2,T2,SOX14,No,-0.0663460409369505,-,0.397959183673469,0.211409395973154,0.594176596813222
sgLIM2_4,Susa,R2,T1,LIM2,No,-0.0661353207162532,-,0.0782312925170068,0.219798657718121,0.343665822033511
sgPHF19_5,Hbe,R2,T4,PHF19,No,-0.0661110614571285,-,0.853741496598639,0.0838926174496644,0.946659704150116
sgZPR1_6,Susa,R1,T1,ZPR1,No,-0.0660421635767459,+,0.168367346938776,0.152684563758389,0.48289617860567
sgDNAJC15_4,Hbe,R1,T1,DNAJC15,No,-0.0660240531489285,-,0.158163265306122,0.187919463087248,0.474327146966169
sgMT1M_2,Susa,R1,T5,MT1M,No,-0.0660135226969065,-,0.877551020408163,0.0939597315436242,0.94936481303931
sgZPR1_6,Susa,R1,T3,ZPR1,No,-0.0660110328667138,+,0.746598639455782,0.119127516778523,0.877981897456969
sgAAR2_5,Susa,R1,T5,AAR2,No,-0.06601093713213,-,0.877551020408163,0.0956375838926175,0.94936481303931
sgRFC5_3,Susa,R1,T2,RFC5,No,-0.0659924213998702,+,0.494897959183673,0.157718120805369,0.720084006757065
sgEIF2B1_4,Hbe,R2,T1,EIF2B1,No,-0.0659878300931944,+,0.156462585034014,0.156040268456376,0.522976304615806
sgCGB1_6,Susa,R2,T2,CGB1,No,-0.0659662498191824,-,0.397959183673469,0.214765100671141,0.594176596813222
sgC9orf114_2,Susa,R1,T2,C9orf114,No,-0.0659367643889039,+,0.496598639455782,0.157718120805369,0.720084006757065
sgPES1_5,Susa,R2,T6,PES1,No,-0.0659084265387129,+,0.807823129251701,0.228187919463087,0.862398986440214
sgPLCD4_1,Hbe,R2,T1,PLCD4,No,-0.0658048005559064,-,0.156462585034014,0.157718120805369,0.522976304615806
sgACTL6A_3,Susa,R2,T3,ACTL6A,No,-0.0657418650140387,+,0.693877551020408,0.211409395973154,0.804724238688764
sgALG1_6,Hbe,R2,T2,ALG1,No,-0.0657145445591292,+,0.547619047619048,0.119127516778523,0.806402091037757
sgZNF432_5,Susa,R2,T3,ZNF432,No,-0.0656858983424464,-,0.693877551020408,0.213087248322148,0.804724238688764
sgBMP10_1,Hbe,R1,T2,BMP10,No,-0.0656494050700211,-,0.574829931972789,0.152684563758389,0.764732570880701
sgABCA1_4,Hbe,R2,T3,ABCA1,No,-0.0656400722093626,-,0.795918367346939,0.11241610738255,0.910426083184952
sgRFC5_1,Hbe,R1,T2,RFC5,No,-0.0655508156743863,+,0.576530612244898,0.152684563758389,0.764732570880701
sgWDR61_4,Hbe,R1,T1,WDR61,No,-0.065540490287487,+,0.159863945578231,0.187919463087248,0.474327146966169
sgAADACL2_3,Susa,R2,T4,AADACL2,No,-0.0655183241841,-,0.748299319727891,0.172818791946309,0.845763137469753
sgIPO13_1,Susa,R1,T5,IPO13,No,-0.0654745156973018,+,0.879251700680272,0.0956375838926175,0.94936481303931
sgNUDT5_1,Susa,R1,T3,NUDT5,No,-0.0653858116006565,-,0.746598639455782,0.120805369127517,0.877981897456969
sgYARS2_1,Susa,R2,T4,YARS2,No,-0.0653103259169265,+,0.75,0.172818791946309,0.845763137469753
sgGFRA1_4,Susa,R1,T2,GFRA1,No,-0.0652111204162189,-,0.496598639455782,0.159395973154362,0.720084006757065
